title,summary,platform,metascore,userscore
Siesta Fiesta,"Siesta Fiesta is a colorful action game where players take control of the snoozing Siesta as he's taken on a one-of-a-kind tour of Fiestaville: home to the beloved Fiestas. Use Siesta's bed to bounce, boost and rebound across the island's 8 fun-filled regions. Siesta Fiesta combines various elements of classic arcade gameplay to create a truly unique adventure. Use the ball-like Siesta to smash Pinata Blocks, activate Power-Ups, battle bosses and trigger a host of whacky contraptions. With its intuitive gameplay and varied level design, Siesta Fiesta aims to appeal to both long-time gamers and newcomers alike.",3DS,82,8.1
Quake 4,"Quake 4 is the first game to utilize id Software's revolutionary DOOM 3 technology. In the game, you are Matthew Kane, an elite member of Rhino Squad and Earth's valiant invasion force. Fight alone, with your squad, and in hover tanks and mechanized walkers as you engage in a heroic mission into the heart of the Strogg war machine. But, in this epic war between worlds, the only way to defeat the Strogg is to become one of them. Battle through early missions as a deadly marine, then after your capture as a marine-turned-Strogg with enhanced abilities and the power to turn the tide of the war. [Activision]",PC,82,8.1
Umurangi Generation,Umurangi Generation is a first person photography game in the shitty future. Set in Tauranga Aotearoa off the back of an impending crisis you are a courier for the Tauranga Express. Throughout the game you will unlock a variety of lenses and equipment.,Switch,82,8.4
Closure,"In the dark and mysterious world of Closure, only what you see exists. Manipulate lights to phase objects in and out of reality in this multiple-award-winning puzzle game. Play as a strange spider-like demon who explores the stories of three human characters through beautiful, eerie environments such as a decrepit factory, a murky forest, an abandoned carnival, and the strange, surreal realm that connects them together. [Sony]",PlayStation 3,82,8.2
Kingdom Hearts HD 2.5 ReMIX,KINGDOM HEARTS HD 2.5 ReMIX is an HD remastered compilation of KINGDOM HEARTS II FINAL MIX and KINGDOM HEARTS Birth by Sleep FINAL MIX.,PlayStation 3,81,7.6
Everhood,An UNCONVENTIONAL ADVENTURE RPG that takes place in an inexpressible world filled with amusing musical battles and strange delightful encounters. To put it simply: You are in for a ride.,Switch,81,8.6
Tom Clancy's Splinter Cell Chaos Theory,"As Sam Fisher, Third Echelon's most skilled Splinter Cell operative, you are assigned to execute a hazardous series of operations to investigate and eliminate a new source of information attacks originating in North Korea. At your disposal is a lethal array of tactics ranging from Combat Knife techniques to experimental prototype weapons skills and more-radical hand-to-hand techniques such as the Inverted Chokehold. Experience the intensity of acting as a lone operative fighting tomorrow's threats in the field and of cooperating online with a partner to accomplish crucial missions.",GameCube,81,7.9
Dragon Quest Builders,"Generations ago, the realm of Alefgard was plunged into darkness by the terrible and treacherous Dragonlord, ruller of all monsters. Mankind was robbed of the power to build and forced to wander the ruins of their former home, scrounging and scavenging in the dust to survive.

Now its up to you, a Legendary Builder chosen by the Goddess herself, to return the power of creation to the people and rebuild Alefgard. Only when the wonder of imagination has been returned will mankind be able to overthrow the evil Dragonlord once and for all!",Switch,81,7.6
World of Warcraft Classic,"The drums of war thunder once again Return to a lost era of Azeroth and experience the timeless stories that defined this world at war.

World of Warcraft Classic is a faithful recreation of the original World of Warcraftit runs a bit smoother on today's computers, but the game still looks and feels like you're playing World of Warcraft from 2006. Combat mechanics, original character models and skill trees all contribute to a truly authentic experience, as do your interactions with other players. Your reliance on others to take on the world was at the heart of the original WoW and is at the heart of World of Warcraft Classic.

* Experience the game as it was before the release of any of its expansion sets, and journey back to its beginnings.
* Venture forth into epic encounters such as Molten Core, Onyxia and Maraudon at launchas players progress, we'll introduce more content like Alterac Valley, the Ahn'Qiraj War Effort and Naxxramas.",PC,81,8.2
Mega Man 10,"[WiiWare]  Fans of all ages can enjoy the newest entry in this historic 8-bit franchise. As a special service to new players, there's an Easy Mode – a first for a Mega Man game. This new feature means novices and longtime fans alike can all have a shot at making it to the end of a Mega Man game. Also, you can now play as Proto Man and try Time Attack Mode from the beginning, or watch play-through videos from players all over the world. [Capcom]",Wii,81,7.6
Starbound,"In Starbound, you take on the role of a character who’s just fled from their home planet, only to crash-land on another. From there you’ll embark on a quest to survive, discover, explore and fight your way across an infinite universe.",PC,81,8.2
KORG DS-10 PLUS,Turn your DS into an enhanced version of te KORG DS-10 synthesizer.,DS,81,8.5
Condemned: Criminal Origins,"Condemned: Criminal Origins allows players to experience a heightened level of psychological tension as they use their instincts, forensic tools, and melee combat to hunt serial killers and bring them to justice. Agent Thomas, an FBI investigator in the Serial Crimes Unit (SCU), pursues relentless serial killer through detailed urban environments filled with deadly sociopaths lurking on the periphery of humanity. Presented in a first-person view for maximum visceral effect, Condemned: Criminal Origins is best played with the surround-sound up and the lights off. Given the power of next-generation hardware, this atmospheric thriller features photo-realistic backdrops, life-like physics, and highly sophisticated artificial intelligence. [Sega]",Xbox 360,81,8.9
Tony Hawk's Project 8,"Reengineered from the ground up, Tony Hawk’s Project 8 immerses players in the definitive skateboarding experience using ultra-realistic graphics, enhanced physics and responsive controls that simulate the feeling of skating with every trick and bail. The game challenges players to experience the intensity and pressure of skating against some of the world’s top pros in true to life competitions as they aim to become the #1 skater. [Activision]",Xbox 360,81,7.8
Saints Row IV,"The Saints have ankled from the crackhouse to the White House—but the Earth has been invaded and it’s your responsibility to free the world from Overlord Zinyak and his alien force. With homies new and old by your side, and an arsenal of superpowers and exotic weapons, you must save the world.",Xbox 360,81,7.7
Doki Doki Literature Club Plus!,"Welcome to the club! Write poems for your crush and experience the terror of school romance in this critically-acclaimed psychological horror story.

Enter the #1 Psychological Horror Experience!

Welcome to a terrifying world of poetry and romance! Write poems for your crush and erase any mistakes along the way to ensure your perfect ending. Now’s your chance to discover why DDLC is one of the most beloved psychological horror games of the decade!

You play as the main character, who reluctantly joins the Literature Club in search of a romantic interest. With every poem you write and every choice you make, you’ll charm your crush and begin to unfold the horrors of school romance. Do you have what it takes to crack the code of dating sims and get the perfect ending?

Now, the original mind-shattering DDLC experience is packed with tons of new features and content exclusive to Doki Doki Literature Club Plus!",PC,81,7.9
Injustice: Gods Among Us,"Injustice: Gods Among Us is the first in a new fighting game franchise that introduces an original story featuring a large cast of DC Comics icons such as Batman, Harley Quinn, Solomon Grundy, Superman, The Flash, Wonder Woman and a variety of others.  Set in a world where the lines between good and evil can often be blurred, players experience heroes and villains engaging in epic battles on a vast scale.",Xbox 360,81,7.9
Nidhogg,"Nidhogg is the epic award-winning fencing tug-of-war, full of graceful acrobatics and clumsy stabs. IRL yelling and excitement may occur, in this ultimate two-player showdown of fast-paced fencing and melee attacks. Beware, advantages in Nidhogg are often fleeting, as new opponents continually spawn in your way.",PC,81,8.1
The Elder Scrolls V: Skyrim Special Edition,"Skyrim Special Edition brings the epic fantasy to life in detail. The Special Edition includes the game and add-ons with all-new features like remastered art and effects, volumetric god rays, dynamic depth of field, screen-space reflections, and more.",PlayStation 4,81,8.4
Battlefield 4,"Battlefield 4 is a military blockbuster that aims for unrivaled destruction. Fueled by Frostbite 3, Battlefield 4 allows you to demolish the buildings shielding your enemy. You will lead an assault from the back of a gun boat. Battlefield grants you the freedom to do more and be more while playing to your strengths and carving your own path to victory. Beyond its hallmark multiplayer, Battlefield 4 features an intense, dramatic character-driven campaign that starts with the evacuation of American VIPs from Shanghai and follows your squad's struggle to find its way home. Change the landscape in real-time with interactive environments that react to your every move. Dominate land, air and sea with all-new, intense water-based vehicular combat.",PC,81,8.1
NBA 2K8,"Sprite Slam Dunk Contest - Live from Las Vegas, 2K is bringing you the Sprite Slam Dunk Contest, hosted by street legend Bobbito Garcia. Choose from hundreds of dunks and a vast array of props as you compete against the NBA's finest dunkers in this 4 player event. The Sprite Slam Dunk Contest is also playable online; it's here that you can prove to the world that you are the greatest dunker there is. More Signature Style - Customizable Free Throws, Dribble Moves, and Dunks give users total control over the way their favorite players play on the court. All new signature shots from many of your favorite NBA players, including #1 draft choice Greg Oden, as well as individual post and dribble moves, makes NBA 2K8 the most authentic NBA simulation on the market. Off-Ball Control - Run quick on the fly sets to get your favorite player the ball in the best situation for him to get a quick bucket. Use the Get Open button for a fast play, or call for the exact situation you want with the Off-Ball Control menu. On offense, you now have the option to switch off the ball handler to other players where you can call for alley-oops, jostle for post-position, set screens, etc. [2K Sports]",Xbox 360,81,7.7
Yuppie Psycho,"Join Brian Pasternack on his first day at one of the world’s largest companies, Sintracorp. Uncertain, unprepared, and massively unqualified, will Pasternack have what it takes to shine in Sintracorp’s hierarchy? It all depends on how he performs on his first assignment… and whether he survives it.",PC,81,7.7
Torment: Tides of Numenera,"Torment: Tides of Numenera is a single-player role-playing game which continues the thematic legacy of the critically acclaimed Planescape: Torment by having to face complex and nuanced morality decisions, carefully contemplating deep and reactive choices with consequences that echo throughout the game all the while immersed into a new and strange vision taken from by renowned designer and writer Monte Cook's new tabletop role-playing game, Numenera. In Torment: Tides of Numenera, players must decide for themselves the answer to the eternal question, what does one life matter? Numenera's Ninth World is a fantastic vision of a world in which massive civilizations continue to rise and fall with only cities, monuments, and artifacts left behind to serve as reminders of their past existence. These reminders have become part of the accumulated detritus of eons and now this assortment of ancient power, called the numenera, is there for the taking. One of these humans has discovered a way to harness the numenera to grow strong, to cheat death, to skip across the face of centuries in a succession of bodies. But he discovers an unexpected side effect: You.",PC,81,7.5
Kalimba,Kalimba plays in solid 60 fps full HD. It feels both retro and new at the same time and its puzzle design and twitch gameplay present challenge for the experienced gamer.,Xbox One,81,7.7
Tiger Woods PGA Tour 07,"Tiger Woods Comes Alive -- See and feel every emotion in complete detail with the introduction of all-new Universal Capture (UCAP) technology. Play Under Pressure -- With bigger galleries, mass crowd movement from hole to hole, and cheers from nearby greens, all eyes are on you in tournament play. Enhanced Career Mode -- From working on your driving to mastering your putting skills, craft your game with training challenges in the Practice Facility, then take on the world's best golfers on the World Tour. All-New Championship Courses -- The course content doubles with the addition of new licensed courses, including Firestone Country Club, Glen Abbey, Princeville, Spyglass Hill, St Andrews, and Bandon Dunes. The game features 15 of the world's top players, including Tiger Woods, John Daly, Vijay Singh, Ian Poulter, Michael Campbell, and Annika Sorenstam, the most decorated golfer on the LPGA Tour. Show Your GameFace -- The innovative character creation tool is revamped with deeper modifications, more apparel, equipment licenses, and specialty items. Challenge up to three players in five new game modes, or play in online tournaments complete with money lists, full stat tracking, league leaders, and more. More Game Modes -- Work on your game or take on a friend in Match Play, Battle Golf, 21, OneBall, and more.",Xbox,81,8.8
Call of the Sea,"A weird tale of otherworldly mystery. Call of the Sea is a first-person adventure puzzle game set in the 1930s that tells the story of Norah, a woman on the trail of her missing husband's expedition. The search takes place on a strange but beautiful island in the South Pacific, filled with secrets waiting to be unearthed. It is an otherworldly tale of mystery, adventure, and self-discovery.",Xbox One,81,7.8
Cytus Alpha,"Cytus Alpha is the evolutionary version of the popular mobile game, Cytus. The Switch version features new visuals and over 200 songs, including newly written songs and collaboration tracks. A new leaderboard mode is added where players can post scores against other players online.",Switch,81,8.7
Atelier Arland Series Deluxe Pack,,PlayStation 4,81,8.4
Metrico+,"Metrico+ is an input-driven game in a world of infographics. All the bar charts, line diagrams, and pie charts react to what you are doing. You have to rethink all you know in order to solve all the puzzles and explore every part of the world that is Metrico. [Playstation.com]",PlayStation 4,81,7.8
NHL 14,"Unlock the highest level of hockey aggression, speed and skill. Deliver hits with the NHL® Collision Physics, built from FIFA’s Player Impact Engine. Drop your gloves with the new Enforcer Engine, powered by EA SPORTS™ Fight Night technology. Dangle defenders with new One-Touch Dekes and experience enhanced speed and control with the second season of True Performance Skating.",Xbox 360,81,8.5
Tekken 7,"Love, Revenge, Pride. Each one of us has a reason to fight. Values are what define us and make us human, regardless of our strengths or weaknesses. There are no wrong motives, just the paths we choose to take. Experience the conclusion of the Mishima clan and unravel the reasons behind each step of their ceaseless fight. Powered by Unreal Engine 4, Tekken 7 features story-driven cinematic battles and intense duels that can be enjoyed with friends and rivals alike through innovative fight mechanics.",Xbox One,81,8.2
Final Fantasy VII Remake Intergrade: Episode INTERmission,The new episode featuring Yuffie is a brand-new adventure in the world of FINAL FANTASY VII REMAKE INTERGRADE. Play as Wutai ninja Yuffie Kisaragi as she infiltrates Midgar and conspires with Avalanche HQ to steal the ultimate materia from the Shinra Electric Power Company.,PlayStation 5,81,8.1
NBA 2K8,"Sprite Slam Dunk Contest - Live from Las Vegas, 2K is bringing you the Sprite Slam Dunk Contest, hosted by street legend Bobbito Garcia. Choose from hundreds of dunks and a vast array of props as you compete against the NBA's finest dunkers in this 4 player event. The Sprite Slam Dunk Contest is also playable online; it's here that you can prove to the world that you are the greatest dunker there is. More Signature Style - Customizable Free Throws, Dribble Moves, and Dunks give users total control over the way their favorite players play on the court. All new signature shots from many of your favorite NBA players, including #1 draft choice Greg Oden, as well as individual post and dribble moves, makes NBA 2K8 the most authentic NBA simulation on the market. Off-Ball Control - Run quick on the fly sets to get your favorite player the ball in the best situation for him to get a quick bucket. Use the Get Open button for a fast play, or call for the exact situation you want with the Off-Ball Control menu. On offense, you now have the option to switch off the ball handler to other players where you can call for alley-oops, jostle for post-position, set screens, etc. [2K Sports]",PlayStation 3,81,8.0
To the Moon,"Join Dr. Rosalene and Dr. Watts as they enter a patient named Johnny's mind on his death bed to grant his final request. Watch, interact, and change the past as Johnny's life unfolds before you and takes you on a magical journey inside one's head that asks the greatest question of all: ""What if...?""
If you had the chance to relive your life, would you change things? Would you try to achieve some grand goal? Could you find love? Fame? Fortune? Or would you realize that sometimes the past is meant to stay the same. Join Dr. Rosalene and Watts on their journey and travel To The Moon.",PC,81,7.6
Madden NFL 15,"New defense features and mechanics allow fans to confront their rivals with an arsenal of new pass rush moves, new open-field tackling mechanics, two new defensive cameras and more. For the first time, you can determine exactly when the ball-carrier is in your tackling range, and choose either a conservative tackle or try for a high-risk, high-reward aggressive take-down. Further, new mechanics to jump the snap, cajole blockers off-balance and disrupt the backfield make it more interesting to play as a defensive lineman or blitzing linebacker. What's more, enhanced defensive AI means that your teammates will better know their assignments and be in position to make a play, allowing players to be more aggressive, with the knowledge that their teammates have their back.",PlayStation 4,81,7.6
Star Wars Pinball VR,"For the first time ever, Star Wars Pinball surrounds us in virtual reality! Star Wars Pinball VR collects 8 AMAZING TABLES:

The Mandalorian 
Star Wars Episode IV: A New Hope 
Star Wars Episode V: The Empire Strikes Back 
Star Wars Episode VI: Return of the Jedi 
Rogue One: A Star Wars Story
Star Wars Rebels
Masters of the Force
Classic Collectibles
 
The fully customizable FAN CAVE houses your ""virtual"" pinball table and items you earn. 

TOTAL IMMERSION MODE allows you to experience everything at table level. 

360-DEGREE MINIGAMES surround you with iconic Star Wars set pieces.",PC,81,7.7
Slime-san: Superslime Edition,"Slime-san: Superslime Edition includes all three major campaigns as well as some brand new, exclusive levels and features. Happy sliming!",PlayStation 4,81,8.7
Quadrilateral Cowboy,"When you have a top-of-the-line hacking deck armed with a 56.6k modem and a staggering 256k RAM, it means just one thing: you answer only to the highest bidder.",PC,81,8.9
Kingdoms of Amalur: Reckoning - The Legend of Dead Kel,"The legendary pirate Dead Kel and his Hanged Men have returned to haunt the seas of northern Amalur. Embark on a journey to the distant island of Gallows End with the eccentric Captain Brattigan in an adventure that will uncover a secret so great that it has incited wars and toppled kingdoms. Discover powerful new weapons and Twist of Fate Cards and use them to conquer the island's unique inhabitants. Become the Lord of Gravehal Keep and lay claim to the this once great fort standing upon the edge of a cliff in the most expansive player housing option yet. In an extensive new story and a host of new side quests, battle treacherous new enemies and face exciting new challenges on the mysterious island of Gallows End.",Xbox 360,81,8.8
The Sims 3: World Adventures,"Players can take their Sims on new journeys to famous real-world inspired destinations around the globe for the first time ever and seek out new adventures. While exploring the landmarks of an exotic city, there is no telling what the Sims will find. From mastering martial arts in Shang Simla, China, discovering rich culture and famous landmarks on a romantic getaway to Champs Les Sims, France or exploring the depths of ancient tombs in Al Simhara, Egypt, players can take their Sims on a journey that will change their Sims’ lives. Players can accept challenges to search for secret treasures, learn new skills and chase down new personal opportunities, meet new Sims with unique personalities, share their culture and bring them home, discover new styles on their travels, and share everything they encounter on their adventures with the world through personal photographs, movies, and stories. [Electronic Arts]",PC,81,8.4
Hellblade: Senua's Sacrifice,Unsheathe the bloodstained blade of gritty warrior Senua as she fights her way through a nightmarish landscape in a ferociously personal journey. Can you survive a fearsome realm of vicious swordplay and terrifying creatures?,PlayStation 4,81,7.7
GRIME,"Destroy... Absorb... Grow... GRIME is a fast and unforgiving Action-Adventure RPG in which you crush your foes with living weapons that mutate form and function, and then consume their remains with a black hole to strengthen your vessel as you break apart a world of anatomical horror and intrigue.",PC,81,7.6
Painkiller,"You play as Daniel Garner, a seemingly regular guy who as just been killed in a horrific car accident. Trapped in a dark and unwelcoming world between heaven and hell, you struggling to uncover the reasons why you've been denied entry into heaven. Awaiting your purification, you must fight through a seemingly endless number of demon soldiers as you to attempt to stop an imminent unholy war. [DreamCatcher Interactive]",PC,81,8.3
Disgaea 5 Complete,"This entry to the legendary Disgaea series tells a tale of revenge, and of rebellion.

As a new and terrible Overlord named Void Dark seeks to enslave the countless Netherworlds, one young demon has stood to end his reign-Killia. In Disgaea 5, players lead Killia and his tenacious army of rebels on their dark and dangerous path to vengeance. Filled with more over-the-top action and hilarious writing than ever before, Disgaea 5's damage numbers are surely headed for the record books.

Features:

*    Alliance Attacks: New to the Disgaea series, your relationship with your teammates influences a new battle system called Alliance Attack. These special moves are only available to main characters and only when their relationships are appropriately aligned.
*    Recruitment: A familiar feature for Disgaea faithful, this system lets you choose from over 40 races and jobs, and identify new party members with the exact traits you desire.
*    Revenge Mode: The Revenge Mode empowers your characters with bonus stats when they've become fed up of their allies being beat on.
*    Explore the Netherworlds: While previous games in the series have shown a glimpse of the darkness that is the Netherworlds, Disgaea 5 takes you to a myriad of those dark lands.
*    Languages: Enjoy English and original Japanese voices, and French and English in-game text!
*    Includes Laharl's and seven additional side-stories. Join past Disgaea characters for exciting post-game content!
*    Add seven great characters to your squad not found in the original retail release including Nisa, Girl Laharl, and more!",Switch,81,8.3
WarioWare: Touched!,"(Also known as ""Sawaru Made in Wario"" in Japan)  Wario makes his mad debut on the Nintendo DS with 180 all-new, factory-fresh microgames! What really makes this game rock is the DS's touch control. Touch the latest fruits from the bizarro developers of WarioWare Inc. Expect to make lots of spins and whirlpools to win Dr. Crygor's Slightly Unscrewed microgames. Kickin' kindergartners Kat and Anna return with a dojo's worth of Ninja Scribble microgames. Scooter girl Mona has made a career move from the gelateria to the pizza delivery business, but she's also found time to become a pop diva and, of course, develop a whole new set of extremely cuuute microgames. [Nintendo]",DS,81,8.2
Plants vs Zombies: Garden Warfare 2,"In Plants vs. Zombies Garden Warfare 2, the zombies have conquered, and the plants are on the attack for the first time in this  shooter. In your Backyard Battleground you can edit your character’s abilities and customizations, choose quests, jump into co-op or multiplayer action modes, or invite up to three friends in to your backyard to start a party and take on AI – defeat a wave, and a more powerful wave will show up. You can also switch teams to challenge your friends. Backyard Battleground is your own frontline base to plan your attack before you enter the battle for Zomburbia. [EA]",PlayStation 4,81,8.0
NHL 2K6,"ProControl - Play like the pros with our revolutionary icon-based passing system. All-new combo passing and shooting controls let you queue up give-and-go attacks, tic-tac-toe passing, puck cycling, behind the net plays and more. PureMotion Animations - Hundreds of new NHL-caliber animations to feast your eyes on including spectacular saves in goal by Marty Turco. On-The-Fly Coaching - Play your style of hockey at both ends of the ice by calling team strategy during the action. Crash the net, screen the goalie and pinch defensemen on offense. Then, counter the attack by clearing the crease, clearing the zone, or setting up a break out for an offensive rush. Enforcer System - Throw opponents off their game by bringing out your checking line. Now, bigger and more aggressive players weigh into the outcome of a game as much as your leading goal scorers, as physical play will lower opponents’ performance ratings. Maximum Goaltending - Take matters into your own hands by utilizing your right analog stick to make quick, intuitive saves when it counts the most. [2K Games]",PlayStation 2,81,7.5
Torchlight,"Torchlight is an action role-playing-game for Xbox Live made by the creators of Diablo, Fate, and the never-released Mythos among other games. Set in the mining town of Torchlight, players will adventure to uncover the mysteries of the Ember mines. It offers a fully featured character leveling system, randomized dungeons, hordes of monsters, and gobs of great loot.",Xbox 360,81,8.8
Trackmania Turbo,"Trackmania Turbo features an easy to learn, hard to master gameplay style that relies on time attack racing in which racers set their own limits and challenges. The gameplay centers on the perfect combination of matchbox car fantasy on a massive scale, focusing on the pursuit of the perfect run around the track. Players test their skills in the campaign mode which includes more than 200 tracks set in four beautiful environments each with their own gameplay style. [Ubisoft]",PlayStation 4,81,7.5
Ratchet: Deadlocked,"(Also known as ""Ratchet: Gladiator"" in the UK/EU)  In Ratchet: Deadlocked, Ratchet and Clank are captured and forced to compete on an underground reality combat sport show. The show, which features abducted heroes fighting for their lives against a gruesome gang of deadly Exterminators, is run by a deranged media mogul named Gleeman Vox, who intends to use Ratchet and Clank as his next contestants. It doesn't take Vox long to realize that Ratchet is the most promising contestant the show has ever seen. Vox subjects our hero to a series of deadly battles and elaborate games of death, much to the delight of the show's enormous audience. To keep himself and his friends alive, Ratchet has no choice but to participate in the games and keep driving up the show's ratings with spectacular victories -- at least until our heroes can figure out a way to break free from Vox's control, the explosive Deadlock collar fastened to his neck, and bring the mighty Vox Network crashing down. Ratchet: Deadlocked features non-linear gameplay, allowing players greater freedom to choose their missions. In addition, all single-player levels will be available for multiplayer use. With much of the combat taking place in battlefields and arenas, gameplay will be more sports-oriented and will include announcer commentary. Featuring a new mission-structure approach, players will be rewarded with a constant progression of items such as weapons, armor and health. Players can take advantage of the new co-op gameplay functionality available throughout the game by choosing either single-player or multiplayer story mode. In addition, squad-based gameplay will enable players to demolish the competition by commandeering their allied combat bots through critical and strategic battles. [SCEA]",PlayStation 2,81,8.8
Phantom Brave,"Phantom Brave is the spiritual successor to 2003's strategy role-playing game ""Disgaea: Hour of Darkness.""  Enter thirteen-year-old orphan Marona who lives alone on Phantom Isle Island. Marona isn't your average child, as she has the uncanny ability to see and manipulate spirits, one of whom happens to be Ash, a swordsman who died alongside Marona's mother and father. Ash serves as a companion and guardian to Marona, counseling her as she works to help people in the surrounding islands who rely on her abilities. Key Phantom Brave features include: No more grids!  Free-roaming battle system allows you to strategically place your characters anywhere you want on the battle field; Create and customize the jobs of your soldiers with over 400 different skills and magical spells; Step-by-step tutorials will have even the novice player up and running in no time; Experience 20 heart-warming episodes spread over 100 hours of game play; Dual language option! Select either the original Japanese voices or the all new English dub. [Atlus Software]",PlayStation 2,81,8.1
LEGO Star Wars II: The Original Trilogy,"LEGO Star Wars II takes the fun and customization ability of the LEGO play pattern and combines it with the epic story, characters and action from the revolutionary Star Wars: Episodes IV, V and VI. With a unique tongue-in-cheek take on the Original Trilogy, LEGO Star Wars II lets you build and battle your way through your favorite film moments. From Darth Vader's pursuit of Princess Leia aboard her Blockade Runner to Luke's final confrontation with Emperor Palpatine. For the first time ever, characters can get in and out of vehicles, as well as ride creatures. Because it's LEGO style, you can also mix and match the body parts of more than 50 playable characters to create one of millions of possible LEGO Star Wars heroes. And on PS2, Xbox and Windows platforms, a game save from the first LEGO Star Wars can unlock another 50-plus additional characters for Free Play mode -- that's more than 100 total characters. Other exciting additions include free-roaming vehicle levels, the ability to switch ships at will in Free Play mode, cool new character-specific attacks and maneuvers, playable mini-kit vehicles, an adaptive difficulty option and more. [LucasArts]",Xbox 360,81,8.0
VVVVVV,"VVVVVV is a retro styled 2D platformer by Terry Cavanagh, creator of dozens of free games. You play as the fearless leader of a team of dimension exploring scientists who inadvertently crash, and are separated. The game involves exploring the strange world you've found yourself in, and reuniting your friends.

VVVVVV explores one simple game mechanic: you cannot jump - instead, you reverse your own gravity at the press of a button. The game focuses on playing with this mechanic in a variety of interesting ways.

The game is designed not to artificially gate your progress. In VVVVVV there are no locks, no power-ups, no switches, nothing to stop you progressing except the challenges themselves.",PC,81,7.9
Monster Hunter Freedom Unite,"The Monster Hunter world is always changing and you will need to be ready for anything - but killing and trapping monsters will always be most important part of your duty. Monster Hunter Freedom Unite is the biggest game of the series so far, letting you adventure with up to three friends through over 500 hours of gameplay. In MHFU you can battle previously unseen monsters in new environments, not to mention the many new weapons and armor sets available. From devising the strategy to executing the attack, team play with your friends is going to be key to hunting down the ferocious beasts. MHFU rewards considered tactics and well-executed combat sequences so plan and work together and you will prosper. [Capcom]",PSP,81,8.5
Tokyo Mirage Sessions #FE Encore,"The worlds of the Fire Emblem series and Atlus games have crossed paths again and the result is coming to the Nintendo Switch system. An interdimensional evil has invaded modern-day Tokyo, resulting in this fantastical barrage of music, style, and yes, danger. So, fight back! Battle through dungeons to pump up your strategy and creatively decimate your foesbefore all hope fades to black. You and the rising stars you call friends will need to call on your own creative powermanifested as iconic Fire Emblem characters -- to wage a secret war on rogue spirits that feed on creativity. Each encounter will immerse you in deep, turn-based battles that blend the combat of the Fire Emblem and Shin Megami Tensei series into one brutal harmony. Fuse items to craft weaponry; then play to your strengths and crush your foes. Around every corner you'll find fun nods to multiple fandoms, including Fire Emblem references, dungeons themed to the entertainment industry, and stunning musical performances.",Switch,81,7.5
The Sims 4: Discover University,"Welcome to Britechester! Begin a new chapter for your Sim when they enroll in the historical University of Britechester or modern Foxbury Institute. Live in a dorm room or off-campus, explore Britechester on a bicycle, spend time in the student commons, and have a study session at the library. Cheer on the student body at a school spirit event and wear school colors to show your Sim's pride.

Sims enroll in the University that piques their interest, finding classes in biology, computer science, art history, and even villainy. Attend a lecture or work on term papers and presentations -- the more your Sim learns, the better they will be in careers like teaching, law, and engineering. Going to classes or blowing them off will affect your Sim's grades, so time management is a must.

How your Sim embraces college life is up to them. They can study all night to complete homework or chill out and sleep in. And, with activities like juice pong, juggling a soccer ball, and hanging out with roommates, taking a break has never been so fun! Plus, your Sim can join school organizations like robotics, debate, art, or even a mysterious secret society. As the school year progresses, Sims become their best selves and discover who they are meant to be.

Make your Sim's space cozy with dorm room décor that reflects their personality with objects like posters and a mini-fridge. Then, develop their personal style in any way you choose -- whether wearing late-for-class sweatpants or their best-self slacks, there's always a way to show school spirit or impress a classmate.",PC,81,8.0
Contra Anniversary Collection,The Contra Anniversary Collection brings this classic Run and Gun franchise back to modern platforms and a new generation of players. Grab power ups and blast your way through waves of menacing enemies and bosses that will put your reaction skills to the test.,Switch,81,9.7
Stellaris: Console Edition,"Featuring deep strategic gameplay, an enormous selection of alien races and emergent storytelling, Stellaris has a deeply challenging system that rewards interstellar exploration as you traverse, discover, interact and learn more about the multitude of species you will encounter during your travels.

Etch your name across the cosmos by uncovering remote celestial outposts,and entire civilizations. Will you expand through war or walk the path of diplomacy to achieve your goals?",Xbox One,81,8.4
The Sims 4: Seasons,"Add weather to your Sims' lives to tell new stories, enjoy seasonal activities, and celebrate heartfelt holidays with The Sims 4: Seasons. Make the most out of the weather all year round, from crisp snowfalls to sweltering heat -- every world is affected by seasons in unique ways! Create a winter story with ice skating, befriend a magical scarecrow at the fall harvest, share a spring fling during a downpour, or host a summer pool party. Gather friends and family to celebrate holidays complete with traditions, gifts and special guests. Stay warm or keep cool with all-new outfits to brave the elements. Even begin a blossoming gardening career as a botanist or by crafting floral arrangements!",PC,81,8.1
Teslagrad,"Teslagrad is a 2D puzzle-platformer, where you play as a young lad who suddenly finds himself embroiled in an ancient conflict that will shake the foundations of his entire existence, and bring a gruesome truth to light.

The game revolves around the use of electricity and magnetism, and your ingenuity will be put to the test as you employ the amazing technology of the Teslamancers to traverse the abandoned Tesla Tower. The game is completely devoid of both text and dialogue, and prefers to tell the story purely through visual means.",Switch,81,7.9
Call of Duty: Black Ops III,"In Black Ops 3, Treyarch introduces a new momentum-based chained-movement system which enables players to fluidly move through the environment with finesse, using controlled thrust jumps, slides, wall runs and mantling abilities in a myriad of combinations, all while continuously keeping full control over their weapon. Maps are designed from the ground-up for the new movement system, enabling players to be successful with traditional movement, as well as with advanced tactics and maneuvers.",Xbox One,81,7.8
